W4386170687,Heterogeneous electro-Fenton system using Fe-MOF as catalyst and electrocatalyst for degradation of pharmaceuticals
W4288489180,Lignin derived carbon materials: current status and future trends
W4411134091,Surface-engineered nanostructured high-entropy alloys for advanced electrocatalysis
W3031569666,Trends of epitaxial perovskite oxide films catalyzing the oxygen evolution reaction in alkaline media
W4210839535,Iron-catalyzed graphitization for the synthesis of nanostructured graphitic carbons
W4404222874,Biomass-derived materials for energy storage and electrocatalysis: recent advances and future perspectives
W3004980101,Application of Various Metal-Organic Frameworks (MOFs) as Catalysts for Air and Water Pollution Environmental Remediation
W4313641171,Progress on carbon for electrochemical capacitors
W4391097942,Adsorption of Pesticides on Activated Carbons from Peach Stones
W4386583487,Multimetallic Single-Atom Catalysts for Bifunctional Oxygen Electrocatalysis
W2783063098,PdCo Alloy Nanonetworks−Polyallylamine Inorganic–Organic Nanohybrids toward the Oxygen Reduction Reaction
W4224879163,PtCo-based nanocatalyst for oxygen reduction reaction: Recent highlights on synthesis strategy and catalytic mechanism
W4285095989,Ternary PtRuTe alloy nanofibers as an efficient and durable electrocatalyst for hydrogen oxidation reaction in alkaline media
W4360826927,Direct Laser Writing of Multimetal Bifunctional Catalysts for Overall Water Splitting
W4410619308,"Multiscale Catalyst Engineering for Stable, Selective, and Carbon‐Neutral Industrial Hydrogen Peroxide Electrosynthesis"
W4288514069,Nanostructures and catalytic atoms engineering of tellurium‐based materials and their roles in electrochemical energy conversion
W2422335183,One-dimensional nanostructured electrocatalysts for polymer electrolyte membrane fuel cells—A review
W4412541484,Tailor-Made Multimetallic Alloy As an Optimized ORR Catalyst
W3205219926,Effect of Sn Doping on Pd Electro-Catalysts for Enhanced Electro-Catalytic Activity towards Methanol and Ethanol Electro-Oxidation in Direct Alcohol Fuel Cells
W2911139740,Au@PdAg core–shell nanotubes as advanced electrocatalysts for methanol electrooxidation in alkaline media
W4390812703,Platinum Alloys for Methanol Oxidation Electrocatalysis: Reaction Mechanism and Rational Design of Catalysts with Exceptional Activity and Stability
W4378783117,Palladium metallene confined on MXene with increased hydroxyl binding strength for highly efficient ethanol electrooxidation
W4410630654,Nickel Selenides in Electrocatalysis: Coupled Formate and Hydrogen Production Through Methanol Oxidation Reaction
W4407143438,Ternary PdIrNi Telluride Amorphous Mesoporous Nanocatalyst for Efficient Electro-Oxidation of Ethylene Glycol
W4407215598,Contents list
W4405182843,The Modelling of Pt-Bearing ORR and OER-Active Alloys
W7128740650,Polymer-Functionalized Nanocatalysts: Engineering Interfaces and Microenvironments for Enhanced Catalysis
W7154470545,Integrating Overall Water Splitting with Advanced Oxidation for Wastewater Treatment Using a Bifunctional Medium-Entropy Amorphous Alloy
W7126188472,Enhanced electrocatalytic methanol oxidation to formate on iron-substituted nickel oxide
W4408512635,Engineering Ru-based electrocatalysts for efficient electrocatalytic water splitting
W4401679837,Research progress of Pt-based electrocatalysts for hydrogen fuel cells with high toxicity resistance
W4405113845,Razvoj sistemskega modela korozije in tvorbe pasivacijske plasti na jeklenih bipolarnih ploščah skladov gorivnih celic s protonsko izmenjevalno membrano
W4280561292,Unraveling the electronegativity-dominated intermediate adsorption on high-entropy alloy electrocatalysts
W4298003163,Recent Progress in High Entropy Alloys for Electrocatalysts
W4281693722,A General Synthetic Method for High-Entropy Alloy Subnanometer Ribbons
W3107382008,Rugged High-Entropy Alloy Nanowires with in Situ Formed Surface Spinel Oxide As Highly Stable Electrocatalyst in Zn–Air Batteries
W3004548100,Nanoporous high-entropy alloys with low Pt loadings for high-performance electrochemical oxygen reduction
W4390670670,Unusual Sabatier principle on high entropy alloy catalysts for hydrogen evolution reactions
W4392649048,Discovering High Entropy Alloy Electrocatalysts in Vast Composition Spaces with Multiobjective Optimization
W4285307166,A hollow PdCuMoNiCo high-entropy alloy as an efficient bi-functional electrocatalyst for oxygen reduction and formic acid oxidation
W4282832815,High-entropy alloy nanoparticles as a promising electrocatalyst to enhance activity and durability for oxygen reduction
W4407065902,Electronic descriptors for designing high-entropy alloy electrocatalysts by leveraging local chemical environments
W2972052805,Highly efficient decomposition of ammonia using high-entropy alloy catalysts
W3211145449,Subnanometer high-entropy alloy nanowires enable remarkable hydrogen oxidation catalysis
W4376111006,Toward controllable and predictable synthesis of high-entropy alloy nanocrystals
W3177379428,Tailoring lattice strain in ultra-fine high-entropy alloys for active and stable methanol oxidation
W4393093375,Sub‐2 nm IrRuNiMoCo High‐Entropy Alloy with Iridium‐Rich Medium‐Entropy Oxide Shell to Boost Acidic Oxygen Evolution
W4382678654,2D MOF‐assisted Pyrolysis‐displacement‐alloying Synthesis of High‐entropy Alloy Nanoparticles Library for Efficient Electrocatalytic Hydrogen Oxidation
W4400247465,Ultra‐Small High‐Entropy Alloy as Multi‐Functional Catalyst for Ammonia Based Fuel Cells
W4410781238,Mesoporous Single-Crystal High-Entropy Alloy
W4390884762,Highly Dispersed Ultrasmall High‐Entropy Alloys Nanoparticles as Efficient Electrocatalysts for Oxygen Reduction in Acidic Media
W4383534953,Recent progress on the synthesis and applications of high-entropy alloy catalysts
W4400808967,Tailored Design of Mesoporous Nanospheres with High Entropic Alloy Sites for Efficient Redox Electrocatalysis
W4413770504,Atomic-scale 3D structural dynamics and functional degradation of Pt alloy nanocatalysts during the oxygen reduction reaction
W3214876491,Fluorination-enabled interface of PtNi electrocatalysts for high-performance high-temperature proton exchange membrane fuel cells
W4390743659,Interfacial Electronic Modulation of Dual-Monodispersed Pt–Ni3S2 as Efficacious Bi-Functional Electrocatalysts for Concurrent H2 Evolution and Methanol Selective Oxidation
W4412088039,Cathode Materials for Proton Exchange Membrane Fuel Cells: From Metal and Metal Composite Catalysts to Carbon‐Supported Hybrids in Oxygen Reduction Reaction
W3082419509,Random alloy and intermetallic nanocatalysts in fuel cell reactions
W3020204536,Synthesis of high-entropy alloy nanoparticles on supports by the fast moving bed pyrolysis
W3195534541,Nanoporous ultra-high-entropy alloys containing fourteen elements for water splitting electrocatalysis
W4412174173,High-entropy alloyed single-atom Pt for methanol oxidation electrocatalysis
W4309411300,Medium/High‐Entropy Amalgamated Core/Shell Nanoplate Achieves Efficient Formic Acid Catalysis for Direct Formic Acid Fuel Cell
W4367669062,Understanding Alkaline Hydrogen Oxidation Reaction on PdNiRuIrRh High‐Entropy‐Alloy by Machine Learning Potential
W3011392421,"Computationally aided, entropy-driven synthesis of highly efficient and durable multi-elemental alloy catalysts"
W4415471381,Design of lightweight BCC multi-principal element alloys with enhanced hydrogen storage using a machine learning-driven genetic algorithm
W4311686787,"Designing durable, sustainable, high-performance materials for clean energy infrastructure"
W4413867345,Resolving the Capacity‐Stability‐Cost Trilemma in Multi‐Principal‐Element Hydrogen Storage Alloys Through Multi‐Objective Optimization
W4410586626,"High entropy powering green energy: hydrogen, batteries, electronics, and catalysis"
W4403117968,Effect of Nb on hydrogen storage properties of Ti–V–Cr-based alloys
W4409867539,Highly Active and Durable NiMoMn Hydrogen Evolution Catalysts for Proton‐Exchange Membrane Water Electrolysis
W7127303874,Enhancing Active Surface Area and Gas Diffusion Properties of Low‐Temperature Solid Oxide Fuel Cell Cathodes by Sputtering with Glancing Angle Deposition
W7148920854,FeCoNiCuAuPtPd multi-principal element alloy nanoclusters for superior oxygen reduction electrocatalysis
W4412555463,Unraveling disorder-to-order transitions and chemical ordering in PtCoM ternary alloys using machine learning potential
W4200182929,Machine learning assisted design of FeCoNiCrMn high-entropy alloys with ultra-low hydrogen diffusion coefficients
W4367367838,High Performance and Durable Anode with 10‐Fold Reduction of Iridium Loading for Proton Exchange Membrane Water Electrolysis
W7117166000,Dual Zn/Zr Hybrid Framework‐Integrated Membranes With Enhanced Proton Conductivity and Durability for High‐Temperature <scp>PEM</scp> Fuel Cells
W2602983068,Shape controlled synthesis of porous tetrametallic PtAgBiCo nanoplates as highly active and methanol-tolerant electrocatalyst for oxygen reduction reaction
W2055244039,Rapid Microwave‐Assisted Solvothermal Synthesis of Methanol Tolerant Pt–Pd–Co Nanoalloy Electrocatalysts
W2978724208,Hierarchical iridium-based multimetallic alloy with double-core-shell architecture for efficient overall water splitting
W4404019340,High-Entropy Prussian Blue Analogue Derived Heterostructure Nanoparticles as Bifunctional Oxygen Conversion Electrocatalysts for the Rechargeable Zinc–Air Battery
W4285801781,Experimental and DFT studies of flower-like Ni-doped Mo2C on carbon fiber paper: A highly efficient and robust HER electrocatalyst modulated by Ni(NO3)2 concentration
W2292083686,Ternary Alloy Electrocatalysts for Oxygen Reduction Reaction
W4399583638,Palladium Metallene‐Based Electrocatalysts for Energy Conversion Applications
W4388100728,Quad-metallic MOF-derived carbon-armored pseudo-high entropy alloys as a bifunctional electrocatalyst for alkaline water electrolysis at high current densities
W4390580294,A First-Principles Approach to Modeling Surface Site Stabilities on Multimetallic Catalysts
W3160189453,Tuning metal single atoms embedded in N<sub>x</sub>C<sub>y</sub> moieties toward high-performance electrocatalysis
W4353017190,Selective Control and Characteristics of Water Oxidation and Dioxygen Reduction in Environmental Photo(electro)catalytic Systems
W4328135912,A CrMnFeCoNi high entropy alloy boosting oxygen evolution/reduction reactions and zinc-air battery performance
W4385189867,A 3d‐4d‐5d High Entropy Alloy as a Bifunctional Oxygen Catalyst for Robust Aqueous Zinc–Air Batteries
W4391738133,Noble metal-free FeCoNiMnV high entropy alloy anchored on N-doped carbon nanotubes with prominent activity and durability for oxygen reduction and zinc–air batteries
W4383215582,Understanding the Structural Evolution of IrFeCoNiCu High-Entropy Alloy Nanoparticles under the Acidic Oxygen Evolution Reaction
W4399848834,Water-hydroxide trapping in cobalt tungstate for proton exchange membrane water electrolysis
W4407722161,High-Entropy Alloy Nanocatalysts for Efficient Water Splitting
W3126687868,Accurate simulation of surfaces and interfaces of ten FCC metals and steel using Lennard–Jones potentials
W4387884197,Understanding the evolution of catalytically active multi-metal sites in a bifunctional high-entropy alloy electrocatalyst for zinc–air battery application
W4403193086,Recent progress in high‐entropy nanocatalysts
W4405191988,Heterostructure Engineering in High‐Entropy Alloy Catalysts
W7147269281,Bifunctional Electrocatalysts with High-Entropy Alloys: Bridging Hydrogen Evolution and Oxygen Reduction
W4413448227,"Design strategies for high entropy materials in water electrolysis: Enhancing activity, stability, and reaction kinetics"
W4412087687,Advanced Strategies for Suppressing the Self-Corrosion of the Anode in Al–Air Batteries
W2759472391,Altering neuronal excitability to preserve network connectivity in a computational model of Alzheimer's disease
W4391453465,Inverse design for materials discovery from the multidimensional electronic density of states
W2519352396,Catalytic performance of a pyrolyzed graphene supported Fe–N–C composite and its application for acid direct methanol fuel cells
W4211064742,Part II: NiMoO4 Nanostructures Synthesized by the Solution Combustion Method: A Parametric Study on the Influence of Material Synthesis and Electrode-Fabrication Parameters on the Electrocatalytic Activity in the Hydrogen Evolution Reaction
W4297457880,High‐Entropy Intermetallic PtRhBiSnSb Nanoplates for Highly Efficient Alcohol Oxidation Electrocatalysis
W4391946850,Electronegativity Induced <i>d</i>‐Band Center Offset for Pt‐Rh Dual Sites in High‐Entropy Alloy Boosts Liquid Fuels Electrooxidation
W4385690938,Formicary-like PtBi1.5Ni0.2Co0.2Cu0.2 high-entropy alloy aerogels as an efficient and stable electrocatalyst for methanol oxidation reaction
W4403558359,Growth Modulation of High-Entropy Alloys for Electrocatalytic Methanol Oxidation Reaction
W4390545783,In Situ Reconstruction of High‐Entropy Heterostructure Catalysts for Stable Oxygen Evolution Electrocatalysis under Industrial Conditions
W4292937911,A fourteen-component high-entropy alloy@oxide bifunctional electrocatalyst with a record-low Δ<i>E</i> of 0.61 V for highly reversible Zn–air batteries
W2990278421,Interfacial Engineering in PtNiCo/NiCoS Nanowires for Enhanced Electrocatalysis and Electroanalysis
W4393197570,Mild Synthesis of Planar PdPtAuAgCuIr Nanocrystals with Granular Edges for Improved Ethanol Electrooxidation
W4416416695,Entropy-mediated ultrafine PdSnPtAgBi nanoparticles as a high-performance electrocatalyst with enhanced CO tolerance for alcohol oxidation
W4391294669,Ultrafast micro/nano-manufacturing of metastable materials for energy
W7125490850,"Rhodium-Based Electrocatalysts for Ethanol Oxidation Reaction: Mechanistic Insights, Structural Engineering, and Performance Optimization"
W4393944761,Strain Engineering of Unconventional Crystal-Phase Noble Metal Nanocatalysts
W4375951790,"Design of advanced electrocatalysts for the high-entropy alloys: Principle, progress, and perspective"
W4312495716,High-entropy alloy catalysts: high-throughput and machine learning-driven design
W4400422748,Atomic-scale identification of active sites of oxygen reduction nanocatalysts
W4389991806,Three-dimensional atomic structure and local chemical order of medium- and high-entropy nanoalloys
W4389670635,Inhaled SARS-CoV-2 vaccine for single-dose dry powder aerosol immunization
W4413053402,GAN-driven discovery of low-cost non-noble metallic electrocatalysts for glycerol electroreduction
W4390791747,Tailoring Local Chemical Ordering via Elemental Tuning in High-Entropy Alloys
W4416789117,High-Entropy Alloys for Electrocatalytic Water Oxidation: Recent Advances on Mechanism and Design
W4396639339,Phase Engineering of High‐Entropy Alloy for Enhanced Electrocatalytic Nitrate Reduction to Ammonia
W4297222237,Convex Cube‐Shaped Pt<sub>34</sub>Fe<sub>5</sub>Ni<sub>20</sub>Cu<sub>31</sub>Mo<sub>9</sub>Ru High Entropy Alloy Catalysts toward High‐Performance Multifunctional Electrocatalysis
W4404466781,A ZnFeNiCoCr high‐entropy alloy for efficient bifunctional oxygen electrocatalysis
W4313812423,New Conceptual Catalyst on Spatial High‐Entropy Alloy Heterostructures for High‐Performance Li‐O<sub>2</sub> Batteries
W4400092661,Accelerating the Discovery of Oxygen Reduction Electrocatalysts: High‐Throughput Screening of Element Combinations in Pt‐Based High‐Entropy Alloys
W4295138689,Bifunctional high-entropy alloys for sensitive nitrite detection and oxygen reduction reaction
W3035745347,Synthesis of the New High Entropy Alloy and Its Application in Energy Conversion and Storage
W4403615140,Spatially Immobilized PtPdFeCoNi as an Excellent Bifunctional Oxygen Electrocatalyst for Zinc–Air Battery
W1522588952,Synthesis and Electrocatalytic Performance of Multi-Component Nanoporous PtRuCuW Alloy for Direct Methanol Fuel Cells
W4390509191,Component-controlled synthesis of Pd<sub><i>x</i></sub>Sn<sub><i>y</i></sub> nanocrystals on carbon nanotubes as advanced electrocatalysts for oxygen reduction reaction
W7116734475,Abstracts of the 3rd International Electronic Conference on Catalysis Sciences
W2580505047,"Co-electrodeposited Mesoporous PtM (M=Co, Ni, Cu) as an Active Catalyst for Oxygen Reduction Reaction in a Polymer Electrolyte Membrane Fuel Cell"
W4416746684,High-Temperature Synthesis of High-Entropy Alloy PtPd_CoNiCu Nanoparticles as a Catalyst for the Oxygen Reduction Reaction
W4390206311,Recent advances in platinum-group-metal based electrocatalysts for alkaline hydrogen oxidation reaction
W4406796049,Advanced Strategies for Mitigating Catalyst Poisoning in Low and High Temperature Proton Exchange Membrane Fuel Cells: Recent Progress and Perspectives
W4401034839,Nature of the Active Center for the Oxygen Reduction on Ag-Based Single-Atom Alloy Clusters
W4412181682,Atomic Sn <sub>1</sub>–Ir pair-modified dilute alloy clusters for efficient hydrogen oxidation electrocatalysis
W4321380201,Progress and perspectives on the development of anti-CO poisoning electrocatalysts in hydrogen fuel cells
W4413119252,A reversible alkaline water electrolyser for load-flexible power–H2 interconversion enabled by bifunctional catalyst
W4416299053,"Alkaline hydrogen oxidation reaction catalysts: fundamental mechanisms, classification, regulation strategies and application"
W4415501623,"Multiscale Simulation in Fuel Cell and Electrolyzer Systems: A Review of Methods, Applications, and Future Prospects"
W4403482958,Research progress and prospects of unitized regenerative fuel cells
W7130418521,Surfactant-templated syntheses of nanostructured high-entropy spinel oxide electrocatalysts and effects on water-splitting
W4406422086,Recent Advances in the Performance and Mechanisms of High-Entropy Alloys Under Low- and High-Temperature Conditions
W4308888588,Platinum based high entropy alloy oxygen reduction electrocatalysts for proton exchange membrane fuel cells
W4409211400,Antisite defect unleashes catalytic potential in high-entropy intermetallics for oxygen reduction reaction
W4388869695,Universal and Energy‐Efficient Approach to Synthesize Pt‐Rare Earth Metal Alloys for Proton Exchange Membrane Fuel Cell
W3180868680,De-alloyed PtCu/C catalysts with enhanced electrocatalytic performance for the oxygen reduction reaction
W4405719634,Microwave‐Assisted Synthesis of Platinum‐free High‐Entropy Alloy Catalysts on Reduced Graphene Oxide Sheets for Enhanced Oxygen Reduction and Evolution Reactions
W4386295895,Stability of high-entropy alloys under electrocatalytic conditions
W4385254546,"Additive manufacturing for Proton Exchange Membrane (PEM) hydrogen technologies: merits, challenges, and prospects"
W7136324068,"Efficiency, Cost and Sustainability: Electrocatalysts for State-of-the-Art and Emerging Electrolysis Technologies"
W2755152589,Highly Active Multimetallic Palladium Nanoalloys Embedded in Conducting Polymer as Anode Catalyst for Electrooxidation of Ethanol
W4404128429,Recent advances in porous multimetallic alloy-based anodes for rechargeable alkali metal-ion batteries
W4382678673,2D MOF‐assisted Pyrolysis‐displacement‐alloying Synthesis of High‐entropy Alloy Nanoparticles Library for Efficient Electrocatalytic Hydrogen Oxidation
W4307298255,Highly dispersed Pt species anchored on W18O49 nanowires mediate efficient and durable hydrogen evolution in acidic water
W4205380238,Cobalt-modified palladium nanocatalyst on nitrogen-doped reduced graphene oxide for direct hydrazine fuel cell
W7125783322,"Recent advances in HER electrocatalysis derived from Fe, Co, Ni, and Mo-based phosphides"
W2884305038,A visible-light responsive micro photocatalytic fuel cell with laterally arranged electrodes
W3107909500,"Parabolic trough solar collectors: A general overview of technology, industrial applications, energy market, modeling, and standards"
W4316371398,Synthesis and Characterization of a Composite Anion Exchange Membrane for Water Electrolyzers (AEMWE)
W4213211451,Electrochemical corrosion of multiphase stainless steel-based alloy nuclear waste forms
W7117116807,CO-Resistant Surface Dopant Engineering of Pt/Pd Catalysts for High-Performance Liquid Fuel Oxidation Reactions
W4366204726,Enhanced Photoassisted Li‐O<sub>2</sub> Battery with Ce‐UiO‐66 Metal‐Organic Framework Based Photocathodes
W4317906770,Recent Progress of Non-Pt Catalysts for Oxygen Reduction Reaction in Fuel Cells
W4405515556,Carbon-supported high-entropy alloys as highly stable nanocatalysts for oxygen reduction reaction
W4400147811,Unraveling Reactivity Origin of Oxygen Reduction at High-Entropy Alloy Electrocatalysts with a Computational and Data-Driven Approach
W4416910188,Breaking the symmetry of high-entropy alloy surfaces for compressively strain-tuned oxygen reduction reaction
W4413884437,Hydrocarbothermal flow synthesis of carbon-supported small and dense high-entropy alloy nanoparticles as electrocatalysts
W4327978507,High entropy nanomaterials for energy storage and catalysis applications
W4386451899,Highly active ZIF-8@CNT composite catalysts as cathode materials for anion exchange membrane fuel cells
W4248845033,Elucidating Pt-Based Nanocomposite Catalysts for the Oxygen Reduction Reaction in Rotating Disk Electrode and Gas Diffusion Electrode Measurements
W4392987557,Monitoring the Morphological Changes of Skeleton‐PtCo Electrocatalyst during PEMFC Start‐Up/Shut‐Down probed by <i>in situ</i> WAXS and SAXS
W7118704984,"Tailoring Interfacial Oxygen Vacancy‐Mediated Ordering in Ternary Pt <sub>3</sub> (Co,Mn) <sub>1</sub> Intermetallic Nanoparticles for Enhanced Oxygen Reduction Reaction"
W7162321563,Engineering non-noble bifunctional catalysts for alkaline hydrogen and oxygen evolution
W4387223216,Correlative co-located electrochemical multi-microscopy
W4410415278,Design and Application of Electrocatalyst Based on Machine Learning
W7160820237,Advances in ORR Metal and Non-metal Catalysts at the Anode of PEMFCs
W7160514258,Advances in ORR Metal and Non-metal Catalysts at the Anode of PEMFCs
W7161630246,"Autonomous AI agents in ORR electrocatalyst discovery: a review of closed-loop workflows, materials bottlenecks, and energy system translation"
W4409314662,Synergistic effects of single atoms and nanoparticles: Emerging opportunities for electrocatalysis
W4388664834,Hollow-Carbon Confinement Annealing: A New Synthetic Approach to Make High-Entropy Solid-Solution and Intermetallic Nanoparticles
W4307257833,Lignin‐derived carbon materials for catalysis and electrochemical energy storage
W4409409417,Transforming machine learning model knowledge into material insights for multi-principal-element superalloy phase design
W4390755127,"The roles of carbonaceous wastes for catalysis, energy, and environmental remediation"
W4321850425,"Iridium-based catalysts for oxygen evolution reaction in acidic media: Mechanism, catalytic promotion effects and recent progress"
W4417012616,Recent Advances in Ir-based Electrocatalysts for Oxygen Evolution in Acidic Media: A Mini-Review
W4380489269,Recent advances of various Pt-based catalysts for oxygen reduction reaction (ORR) in polymer electrolyte membrane fuel cells (PEMFCs)
W4400768951,Enhanced Oxygen Reduction Reaction Activity on the Melamine-Modified Pt-High-Entropy Alloy Single-Crystal Lattice Stacking Surface
W4413139185,Sub-angstrom strain in high-entropy intermetallic boosts the oxygen reduction reaction in fuel cell cathodes
W4406902130,Competitive strain modulation of oxygen reduction reaction in monolayer binary alloy surfaces
W4295011639,Status and perspectives of key materials for PEM electrolyzer
W4390144394,Ordered Mesoporous High‐Entropy Intermetallics for Efficient Oxygen Reduction Electrocatalysis
W4392810943,Cascaded <i>p–d</i> Orbital Hybridization Interaction in Ultrathin High‐Entropy Alloy Nanowires Boosts Complete Non‐CO Pathway of Methanol Oxidation Reaction
W4389317003,Synthesis of FeCoNiCuPt high-entropy alloy nanoparticle electrocatalysts with various Pt contents by a solid-state reaction method
W4404230400,The role of surface substitution in the atomic disorder-to-order phase transition in multi-component core–shell structures
W4414149362,"Shining light on non-platinum-based electrocatalysts for efficient ammonia oxidation in low-temperature direct ammonia fuel cells: Fundamentals, progress, and perspectives"
W4417333422,"Latest Advancements and Mechanistic Insights into High-Entropy Alloys: Design, Properties and Applications"
W7118434500,Fast and accurate prediction of adsorption energy of AgPd nanoalloys by deep learning potentials and neural networks
W2802962984,Crossed PtCoCu Alloy Nanocrystals with High‐Index Facets as Highly Active Catalyst for Methanol Oxidation Reaction
W2906516282,PtPdRh Mesoporous Nanospheres: An Efficient Catalyst for Methanol Electro-Oxidation
W4205586021,PdPtRu nanocages with tunable compositions for boosting the methanol oxidation reaction
W4402417984,2H‐Au Nanosheet‐Templated Growth of PdFe for Electrocatalytic Methanol Oxidation
W3013597834,Facile synthesis of ternary PtPdCu alloy hexapods as highly efficient electrocatalysts for methanol oxidation
W2893356108,Laser-Assisted Production of Carbon-Encapsulated Pt-Co Alloy Nanoparticles for Preferential Oxidation of Carbon Monoxide
W4224265243,The self-complementary effect through strong orbital coupling in ultrathin high-entropy alloy nanowires boosting pH-universal multifunctional electrocatalysis
W4286435483,Alloy electrocatalysts
W4283515501,Engineering high-entropy alloy nanowires network for alcohol electrooxidation
W4388688297,Challenges and opportunities in 2D high‐entropy alloy electrocatalysts for sustainable energy conversion
W4281477900,Structurally ordered high‐entropy intermetallic nanoparticles with enhanced C–C bond cleavage for ethanol oxidation
W4409318139,Finely tailoring the local ensembles in heterostructured high entropy alloy catalysts through pulsed annealing
W4393948759,Pd/NiMoO4/NF electrocatalysts for the efficient and ultra-stable synthesis and electrolyte-assisted extraction of glycolate
W4286689234,Porous multi-metallic Pt-based nanostructures as efficient electrocatalysts for ethanol oxidation: A mini-review
W4412770941,Solvothermal Synthesis of PdPtCuRhRu High-Entropy Alloy Nanosheets for Advanced Alcohol Oxidation Reactions
